"","EntrezId","Symbol","GeneName","GENE","moduleColor","GS.GDAT_BW","p.GS.GDAT_BW","GS.TG_nmol_gWW","p.GS.TG_nmol_gWW","GS.TG_nmol_gWW.1","p.GS.glucose_norm","MM.blue","p.MM.blue","MM.brown","p.MM.brown","MM.cyan","p.MM.cyan","MM.yellow","p.MM.yellow","MM.tan","p.MM.tan","MM.magenta","p.MM.magenta","MM.green","p.MM.green","MM.red","p.MM.red","MM.greenyellow","p.MM.greenyellow","MM.purple","p.MM.purple","MM.pink","p.MM.pink","MM.salmon","p.MM.salmon","MM.turquoise","p.MM.turquoise","MM.black","p.MM.black"
"ENSMUSG00000037953","333424","A4gnt","alpha-1,4-N-acetylglucosaminyltransferase","ENSMUSG00000037953","blue",0.71309143797256,7.32168155713716e-07,0.507012595245691,0.00136228866384814,0.562271532584725,0.000292484707151467,0.704215236931831,1.15242125516129e-06,-0.657952775946005,9.62420036140418e-06,0.248827493694031,0.137522530649042,0.383961855124957,0.018970291594571,-0.560588181357259,0.000307754929851521,-0.629296842607925,3.01639796457967e-05,-0.296463342568976,0.0747951153621379,0.00520084662971046,0.975628523397861,0.0264102986057842,0.876694670102601,-0.13833577099734,0.414203237366479,0.0685887838061591,0.686679561959526,0.0650474657790225,0.70209536263,-0.317510813417358,0.0555007824535244,-0.136988756169302,0.418807304153436
"ENSMUSG00000110588",NA,NA,NA,"ENSMUSG00000110588","blue",-0.136529628823436,0.420383146341218,-0.0564410934351481,0.740041123377547,0.0182647354180606,0.914554450423447,-0.496839470662259,0.00175962244091102,0.137929113947205,0.415590155153298,-0.0586447124950483,0.730263361586088,-0.0995780891632162,0.55761958253313,0.223023822551971,0.184567472091877,0.359444767999077,0.0288900871381101,0.275854898688951,0.0984102527700058,-0.0554872215216874,0.74428617890022,-0.041454918767395,0.807532680013554,-0.0552206605327365,0.745473801994465,0.0790513564786113,0.641877305101831,0.0476022707072945,0.77965114234263,0.129751020491896,0.444033455173108,0.0709477256912943,0.676479071840088
"ENSMUSG00000061780","11537","Cfd","complement factor D (adipsin)","ENSMUSG00000061780","blue",0.681127511673151,3.48498936107803e-06,0.509905996215329,0.00126481595716552,0.209463323290425,0.213410154146999,0.639248300768553,2.055504713382e-05,-0.625193934068838,3.51959266441728e-05,0.47352751446323,0.00307394756375113,0.391239956547636,0.0166449184926004,-0.202158093691616,0.230173890291031,-0.194711052606503,0.248162393779754,-0.395937955707389,0.0152748634160511,-0.164138654434442,0.331671136595426,0.18609897545525,0.270109139965143,0.0761211914142684,0.654307963304401,0.233632205210356,0.164013367996938,0.0503569283261575,0.767242499967871,0.32207859407256,0.051890607776273,-0.113160855182035,0.504866395557214
"ENSMUSG00000031762","17750","Mt2","metallothionein 2","ENSMUSG00000031762","blue",-0.215663060630031,0.199860180767877,-0.04463238171958,0.793089650339693,-0.11706480348077,0.490184510913895,-0.58954846309823,0.000123252343616081,0.0787056367731546,0.643339053197727,-0.0201738668863966,0.905661238108113,-0.0639549489756033,0.706875328921571,0.329616623621227,0.0463458201128349,0.450386135816494,0.00515444862706179,0.223481117787351,0.183645531647321,-0.175151801221278,0.299790858536014,-0.133480941644799,0.430931141917818,0.0750776322681225,0.658757518771362,-0.0216928186729633,0.898593601216992,0.00635596277809804,0.970217766903133,0.257047888328086,0.124579462418934,-0.0181999932915963,0.914856221001434
"ENSMUSG00000021228","171281","Acot3","acyl-CoA thioesterase 3","ENSMUSG00000021228","blue",0.726308932536801,3.60866466093581e-07,0.544748356981595,0.000490367205112829,0.469540454048844,0.00336880538089241,0.874437942712641,1.53743442919249e-12,-0.777566246922823,1.50193227511546e-08,0.470004434909365,0.00333327267625946,0.522182059383464,0.000916294870828267,-0.477891369026237,0.00277725001628536,-0.668615828950099,6.09747480892497e-06,-0.406562227596321,0.0125229969795521,-0.0666388231461739,0.695153036984597,0.0134839857074093,0.936866983324227,0.0586456569707436,0.730259179668455,0.228151809270352,0.174415408084439,0.126001596009094,0.457420527015184,-0.103077091807041,0.543788458708615,-0.046799347599328,0.783278273453634
"ENSMUSG00000028715","13119","Cyp4a14","cytochrome P450, family 4, subfamily a, polypeptide 14","ENSMUSG00000028715","blue",0.460524537855939,0.00412778790566606,0.381822421447941,0.0197033692240424,0.341364399858573,0.0386643721992817,0.641893341078508,1.85204069686704e-05,-0.553007819118665,0.000385731766736768,0.0775035247219075,0.648431994815305,0.0206277235385653,0.903548683283408,-0.0649915636980157,0.70233967318148,-0.473731403148834,0.00305949371040241,-0.116560405988759,0.492068995212082,0.300225364508802,0.0710081424833317,-0.0230185846999845,0.892431114099548,-0.0378962747358058,0.823782954457549,0.319878295686424,0.0536054357230942,0.287879358387474,0.0840261080899378,-0.160213305307775,0.34352218422662,-0.0221516841195651,0.896460001226072
"ENSMUSG00000099568",NA,NA,NA,"ENSMUSG00000099568","blue",0.493682274117282,0.00190207840223928,0.434079208400712,0.0072683841118402,0.524123118775556,0.000869792916463715,0.668649950483229,6.08839745500164e-06,-0.651512607379699,1.25707141866602e-05,0.100653687321821,0.553350497361967,0.270748173735392,0.10505917094835,-0.246662129812295,0.14109120785707,-0.623268800541922,3.78097744212826e-05,-0.285419731225378,0.0868272924358366,0.172179591634347,0.308195222005335,-0.127568284390668,0.451800590226654,0.132165199910103,0.435528351375585,0.391847311015759,0.0164621929506473,0.20954289420524,0.213232328328222,-0.111173364313578,0.512425096648519,-0.033135605563029,0.845634531870876
"ENSMUSG00000026475","19734","Rgs16","regulator of G-protein signaling 16","ENSMUSG00000026475","blue",0.443432729516606,0.00597997964615668,0.362289780702954,0.0275559837926184,0.403164170437975,0.0133533903104843,0.699267329287363,1.4735367114169e-06,-0.603792006078683,7.60498511937422e-05,-0.0586931473467013,0.730048913274901,0.177067965131404,0.294450889732824,-0.224449601672246,0.181703778394875,-0.736083338737831,2.08252747823546e-07,-0.308757839164189,0.0629761784833619,0.23556946767296,0.160445548674594,-0.281246504136234,0.0917442887138248,0.139113303668585,0.411558738791224,0.314047987698311,0.0583687858038773,0.161364848824135,0.340019057221247,-0.214409244155551,0.202550773621342,0.0343841639481534,0.839891931988958
"ENSMUSG00000079845","434794","Xlr4a","X-linked lymphocyte-regulated 4A","ENSMUSG00000079845","blue",0.362697427929009,0.0273690571872211,0.333992494607415,0.0433525257584897,0.458205496495925,0.00434547557009602,0.2354449191963,0.160673225630846,-0.177102880168062,0.294354157755925,0.262040393968128,0.117175433995713,0.12724108673353,0.45297120042843,-0.139331075876665,0.410819786210925,-0.0621060502821486,0.714989761966753,-0.0491559185447768,0.772645756955926,-0.00925905884825903,0.956625497870302,0.103399910195421,0.542520673655533,-0.0719118836058526,0.672326044937464,0.148806951096836,0.379402114517083,0.154941905105723,0.359838238153254,0.104012827199264,0.540117486488703,0.0786946375648455,0.64338558100077
"ENSMUSG00000061322","68922","Dnaic1","dynein, axonemal, intermediate chain 1","ENSMUSG00000061322","blue",-0.848078959801917,3.46591126444958e-11,-0.578920401092963,0.000174172386325747,-0.551800939609547,0.000399655267890648,-0.844930680841303,4.83334183692315e-11,0.703945241502595,1.16813166385637e-06,-0.446690582800644,0.0055800165969581,-0.491032779853987,0.00202933885304803,0.528198073444073,0.000778914146358284,0.572927959860461,0.000210571287402596,0.337362637456948,0.0411553123640493,0.0795526955069872,0.639759935070987,-0.162230654687795,0.337399655105139,0.139641303939911,0.409768411596997,-0.0802914083061174,0.636645145001206,-0.161533198722796,0.339508759036048,0.0242080515400259,0.886907450856565,0.0506576869534061,0.765891090152114
"ENSMUSG00000038973","74276","Cldnd2","claudin domain containing 2","ENSMUSG00000038973","blue",-0.546471840518606,0.00046665169948792,-0.404775977999881,0.0129538849916364,-0.457150927557926,0.00444771354468827,-0.667670465884412,6.35394205708182e-06,0.41572576855682,0.0104984258041871,-0.146348750234779,0.387413307606016,-0.236209276318684,0.159279641311405,0.334380053806793,0.0430951291927505,0.533573277611953,0.000671961989696468,0.306439154181428,0.0650841121297339,-0.0274980903017374,0.871657236251988,0.0436265537564457,0.797654506192049,-0.0224887082670309,0.894893385446192,-0.0691063026202712,0.684436963110032,0.00306587901537371,0.985631714032364,0.0706640742448501,0.677702676568958,-0.101042218252397,0.551812180498121
"ENSMUSG00000104149",NA,NA,NA,"ENSMUSG00000104149","blue",0.772058054142034,2.19687724481899e-08,0.526431763083261,0.000817216523584835,0.450266598319117,0.00516776212940526,0.735011118138239,2.21455210226387e-07,-0.6905330554627,2.24751186390531e-06,0.60819531997579,6.51971228977179e-05,0.714756131897102,6.71197493148458e-07,-0.648926886600729,1.39692247809231e-05,-0.354700966662571,0.0312325594636844,-0.105436858491691,0.534553745277262,-0.466935960429424,0.0035744469553946,0.0354642611412096,0.834930705760252,-0.227535044038333,0.175614880966384,-0.0772883439054653,0.64934531366648,0.238091234401483,0.155885747555618,0.0385870038760966,0.82062291343308,-0.102754072012828,0.545058443909288
"ENSMUSG00000074469","100038554","Gm15348","predicted gene 15348","ENSMUSG00000074469","blue",-0.324064021189641,0.0503811704440291,-0.145088388386073,0.391558736644511,-0.159690154849672,0.345120923337176,-0.738950706649451,1.76429722781642e-07,0.434388592337088,0.00722224071859528,-0.174613290608884,0.301302627388907,-0.283933739530595,0.0885542383098629,0.288918686644457,0.0828636946161533,0.601738082566897,8.1649470362901e-05,0.30693992091367,0.06462421467449,-0.107139115695857,0.527939473709157,-0.100553153812436,0.553748868367367,-0.0988659364293969,0.560454548371113,-0.143277033512446,0.397561296099157,-0.145006124402685,0.391830201260242,-0.0202685934818679,0.905220263462719,0.0636487717644034,0.708216906475796
"ENSMUSG00000089694","100043497","Nat8f7","N-acetyltransferase 8 (GCN5-related) family member 7","ENSMUSG00000089694","blue",0.70016605320258,1.40970985847782e-06,0.451275577273702,0.00505631408595115,0.362940683484511,0.0272580115667185,0.882189765128102,5.37364559664606e-13,-0.623329106471979,3.7725294106864e-05,0.40696033856687,0.0124286342743197,0.600194482519364,8.60999657363518e-05,-0.625320239951442,3.50303069518905e-05,-0.625329841447229,3.50177458693284e-05,-0.339722355831513,0.0396712343673576,-0.220516433153136,0.189680800216542,0.0827890245502709,0.626159584920986,-0.0596642204005001,0.725753706452134,-0.0992382405638303,0.558971632468995,0.167066211218268,0.322999233939099,-0.0318421905417381,0.851591723518669,-0.0255531273782226,0.880667505890947
"ENSMUSG00000095061","381994","E030018B13Rik","RIKEN cDNA E030018B13 gene","ENSMUSG00000095061","blue",-0.24856648037376,0.137949136025579,-0.265599811772487,0.112101975489417,-0.044501866166018,0.793681603678815,-0.275520776798504,0.0988352006077326,0.258301725619797,0.122688002869334,-0.0193502108171992,0.909496710105214,-0.0325412225582201,0.848371104793494,0.0449743847347597,0.791539037139378,-0.159934804430049,0.344372714323815,-0.0885240717056762,0.602357001664898,0.111332840753825,0.511816510849676,-0.213211837151838,0.205143780290693,0.151446343793793,0.370909856364697,-0.0780219080476196,0.646233833746696,-0.221613614094976,0.187431170441751,-0.23691762872504,0.157995992064371,0.29446930465688,0.0768653569272114
"ENSMUSG00000053303","236149","Slc22a26","solute carrier family 22 (organic cation transporter), member 26","ENSMUSG00000053303","blue",0.445773463236007,0.00569020565181652,0.363995775736119,0.0267806582310609,0.309712332026848,0.0621242818459107,0.648842765366627,1.40170147637663e-05,-0.673557944859839,4.90415698406546e-06,0.0399660251192597,0.814322350316979,0.17656928557809,0.295834703346237,-0.254234318856008,0.128902872394005,-0.633859220495521,2.53422950056824e-05,-0.204813918583926,0.223978882786954,0.256329071778913,0.125673585225984,-0.00888855217509707,0.958359614634786,0.0278319007148078,0.87011238840158,0.287004921460594,0.0850138452521329,0.170846551285375,0.312012526656696,-0.28561940100119,0.0865972416117612,-0.0640748677434,0.7063501174722
"ENSMUSG00000100009","666182","Gm7967","predicted gene 7967","ENSMUSG00000100009","blue",0.295184965969289,0.0761172693590476,0.21125743481784,0.209425481855949,0.143759723530175,0.395956571820317,0.229473997948763,0.171863778321886,-0.150483883891801,0.373993412563108,0.143454433622844,0.396971086280896,-0.00579567092386325,0.972842118303901,0.00703445904217361,0.967040173207952,-0.262920487527877,0.115905233722198,-0.152504656805651,0.367536684647727,0.254122166949955,0.129077488862414,0.216733611365504,0.197582700102431,-0.0354308736593468,0.835083971924165,0.196857566851881,0.242883707789845,0.0788527446668269,0.642716900025724,-0.0266187199176068,0.875729119601787,0.272252154813611,0.103066553570832
"ENSMUSG00000087054",NA,NA,NA,"ENSMUSG00000087054","blue",-0.651368566091747,1.26451301432442e-05,-0.660802397373837,8.53411672356522e-06,-0.564078676658062,0.000276849590227303,-0.615421961651939,5.03851807350014e-05,0.686975834838046,2.65811321323242e-06,-0.169534985249501,0.315797290830064,-0.181742215354337,0.281682099612966,0.239044738476022,0.154186382542986,0.480536200970047,0.00260986861851076,0.200525820163085,0.234038626417965,-0.199007243583352,0.237673434633541,-0.102548522620636,0.545867314807524,0.0468513141143513,0.78304338222602,-0.241861877956053,0.149244287303268,-0.215128742538509,0.201003717133608,0.110361564575148,0.515528628646534,0.014601535078526,0.931646326591263
"ENSMUSG00000032360","387285","Hcrtr2","hypocretin (orexin) receptor 2","ENSMUSG00000032360","blue",-0.2260073292683,0.178611261837905,-0.168952517590403,0.317487312700588,-0.16223436839516,0.33738844647079,-0.321399774318399,0.052414906503024,0.323933522461997,0.0504792903940423,0.133685486327579,0.430218887844432,0.094311117475357,0.578742628129762,-0.0427476028735657,0.801648973583164,0.178464936440681,0.290596487413732,0.322311296111295,0.0517118448048168,-0.211145493171828,0.209672583174704,0.017404097778923,0.918566928918004,-0.174254051315983,0.302313820070599,-0.276899421311633,0.097090788463054,0.164647660358941,0.330153135273188,0.0104085977583822,0.951246488645465,0.113324268740971,0.504247422029945
"ENSMUSG00000049109","210757","Themis","thymocyte selection associated","ENSMUSG00000049109","blue",0.845535787866286,4.53665977558159e-11,0.572822584599056,0.000211268266418526,0.435411615188702,0.0070714459416596,0.6502983756202,1.32107194692063e-05,-0.616015528116597,4.93158926213988e-05,0.816367762719996,7.31800501258885e-10,0.733710726084833,2.38502010265432e-07,-0.644926768408602,1.64137201854238e-05,-0.321680574760367,0.0521975139413198,-0.316039683488051,0.0567051762781509,-0.41085286261288,0.0115372958447235,0.296831726270708,0.0744174651724995,-0.151433892770389,0.370949650677953,-0.0180763976466782,0.91543234723015,0.0790903910813561,0.64171234492396,0.0692953011566799,0.683618624799628,-0.0562220877419452,0.741015109070765
"ENSMUSG00000022032","71145","Scara5","scavenger receptor class A, member 5","ENSMUSG00000022032","blue",-0.654970611496659,1.08997491450183e-05,-0.521999119789739,0.000920789054062878,-0.358163338480227,0.0295081129151848,-0.841040456648719,7.21733220379521e-11,0.630189494427663,2.91597410909203e-05,-0.365321479969165,0.0261906775898069,-0.471541463996218,0.00321788346747905,0.512888811958389,0.00117082438632708,0.513334221344399,0.00115733194220223,0.241050184256916,0.150656222125389,0.165072944053877,0.328888121729853,-0.180087182327511,0.286161455316149,0.0990370435117423,0.559772789428069,-0.105533479347376,0.534177248755962,-0.23436480596974,0.16265749137684,0.0545648058516213,0.748398324320625,0.0970132551901617,0.567860890546344
"ENSMUSG00000031765","17748","Mt1","metallothionein 1","ENSMUSG00000031765","blue",-0.181448159337796,0.282474621248006,0.00362455342851022,0.983013827570473,-0.0478671738537213,0.778455468589949,-0.508013184065075,0.00132785697740055,-0.00510233042030585,0.976090042746469,-0.0049984360036167,0.976576765699287,-0.0164828820302311,0.922864031979706,0.312081866343915,0.0600488272679875,0.34969855871991,0.0338692650648832,0.164952832871529,0.329245089597248,-0.167933417957205,0.320457827513541,-0.197597483061381,0.2410817431159,0.0152619762920833,0.928562368618536,-0.106412858268061,0.530756524838222,0.0355903246026205,0.834352062042357,0.290749096056045,0.0808468559524685,-0.0765323946816426,0.652557874507671
"ENSMUSG00000084923",NA,NA,NA,"ENSMUSG00000084923","blue",-0.550865472856743,0.000410754398198064,-0.331638560334692,0.0449426862279848,-0.451829943142798,0.00499596965125697,-0.753547354123619,7.32907283248476e-08,0.689132746959368,2.40164937623441e-06,-0.109596402776712,0.518462379680631,-0.452585367225051,0.0049147420845943,0.467155534159447,0.00355669863426348,0.640661898215954,1.94436945982841e-05,0.338269280022913,0.0405798737207431,0.0580238820730461,0.733013907953748,0.109354767135849,0.51939056019943,-0.118173258382763,0.486056282590363,-0.205758502443134,0.221803285146599,-0.0953947392022911,0.574367547861665,0.0425801040881934,0.802410752300215,0.0937109188284644,0.581172332052076
"ENSMUSG00000113581","353504","Dio3os","deiodinase, iodothyronine type III, opposite strand","ENSMUSG00000113581","blue",0.184491013737754,0.274343531833357,0.0887172407854654,0.601562106416645,0.124003675119551,0.464641474032227,0.528645870839339,0.000769460408425653,-0.514262060040796,0.00112966586611553,-0.0779928341685893,0.646357041160386,0.18018621880007,0.28589212536851,-0.0543182634164561,0.749498580362834,-0.539838954609823,0.000563917593735389,-0.0320180983257726,0.850781046471181,0.14091810969694,0.405457408627637,-0.230118309315567,0.17063008046899,0.165772475373153,0.326813900002035,0.318760072658299,0.0544941125073513,0.308686286518224,0.0630404102828832,0.00591138207728599,0.972300114813886,0.0333585109403509,0.844608720203206
"ENSMUSG00000069170","110789","Adgrv1","adhesion G protein-coupled receptor V1","ENSMUSG00000069170","blue",0.573712369770872,0.000205447507219435,0.360449135093183,0.0284131695273455,0.467345791224173,0.00354138202116547,0.543430016234658,0.000509226712851364,-0.262709710537807,0.116208492160336,0.374669447649117,0.0223282297099651,0.393444567175855,0.0159896740489607,-0.492244944426496,0.00197021825674117,-0.458967637153611,0.00427286144294856,-0.47736473284087,0.00281167525274509,-0.0298843333588361,0.860624518646457,0.17954335891011,0.287643305278924,0.145984282660686,0.388609431329942,0.23555364010911,0.160474468818211,-0.124783256908493,0.461816695119619,-0.104332130513815,0.538867551147285,0.17710868857555,0.294338067561768
"ENSMUSG00000118295",NA,NA,NA,"ENSMUSG00000118295","blue",-0.475739367189849,0.00292028214564585,-0.306673221907315,0.0648688272183213,-0.438644765206695,0.00661250800447765,-0.656585730595303,1.01909757680336e-05,0.280143180981008,0.0930793377331692,-0.0767784452646739,0.651511551915953,-0.15544269093924,0.358268508495399,0.437473960629777,0.00677565269355975,0.542581245194123,0.000521708109724958,0.356610790945346,0.0302714220252834,-0.117085747789425,0.490106341045752,-0.166428936493321,0.32487479715988,0.0958140546179493,0.572678606389488,-0.201513865433636,0.23169401248487,0.0508312724584038,0.765111421735562,0.260376121427232,0.119605930124392,0.0123975989476212,0.941944554734977
"ENSMUSG00000114800",NA,NA,NA,"ENSMUSG00000114800","blue",0.541421604518093,0.000539201188376289,0.255824425496372,0.126445982573919,0.242814798275566,0.147599043266681,0.559797779226689,0.000315167955938821,-0.329568790993077,0.0463794358775668,0.458587670554955,0.00430893078099862,0.302274222126626,0.0690098767934974,-0.347667257052146,0.0349906235760533,-0.519371334958789,0.000987533342311129,-0.25891527130851,0.121770302407197,0.223555502437453,0.183495875814158,0.429350040442285,0.00800583959097423,-0.00971007041230873,0.9545148523019,0.1265571657984,0.45542333518048,0.144215240212695,0.394445623722223,-0.108851664966985,0.521325724599975,0.310616592849347,0.0613256527798961
"ENSMUSG00000014609","11448","Chrne","cholinergic receptor, nicotinic, epsilon polypeptide","ENSMUSG00000014609","blue",0.646062505707899,1.56828397437302e-05,0.462583967854379,0.00394246378689537,0.362994370789914,0.027233553572608,0.738122764523335,1.85123631348683e-07,-0.681230733504797,3.46855334743261e-06,0.453794562951765,0.00478709879046082,0.60916878099583,6.29956860803345e-05,-0.539039635552293,0.000576779779832018,-0.440482013995985,0.00636330588939349,-0.122486608220453,0.470164746273074,-0.23379499172877,0.163711385959247,0.111863151824066,0.50979536251434,-0.112012931662608,0.509225238461309,0.0428492550694108,0.801186750764941,0.326091164910137,0.0488765244385641,0.0551304593935684,0.745875811032652,-0.0149010066715159,0.930247807108554
"ENSMUSG00000048138","226049","Dmrt2","doublesex and mab-3 related transcription factor 2","ENSMUSG00000048138","blue",-0.176510146756444,0.295999086644402,-0.114996159766821,0.497936743884541,-0.216807370380132,0.197426457404186,-0.114612673959909,0.499380677768844,0.0537162016598737,0.752187474463367,-0.194935806502317,0.247606112027272,-0.11037080569312,0.515493247180673,0.12919520513041,0.446004340166831,0.15194520697968,0.369317541402002,-0.223138420709252,0.184336126884104,0.00437749186980414,0.979485923066389,-0.153702551621713,0.363740756377665,0.233910214175233,0.163497881426615,0.0550038482208956,0.746440204166816,-0.199050399857309,0.23756961397387,0.0425989484642138,0.802325039745393,-0.0256741860921181,0.88010624384248
"ENSMUSG00000066072","13117","Cyp4a10","cytochrome P450, family 4, subfamily a, polypeptide 10","ENSMUSG00000066072","blue",0.553440959227538,0.000380841379876185,0.410267391746203,0.011667790393423,0.389612676841394,0.0171429046307021,0.777385795167071,1.52101828563236e-08,-0.62326861922037,3.78100286863201e-05,0.282423082217625,0.0903368628383348,0.232010009809118,0.167044623353243,-0.233904116287277,0.163509175639533,-0.521781678700132,0.000926156198988536,-0.173275400142119,0.305079483159884,0.158429428735367,0.348992285247695,0.082990612907901,0.62531637970047,-0.0557072072168238,0.743306502869241,0.287398952944744,0.0845676538151131,0.277802594915733,0.0959608213545784,-0.0764977448094498,0.652705274624323,-0.039681761495757,0.815620186811418
"ENSMUSG00000026822","16819","Lcn2","lipocalin 2","ENSMUSG00000026822","blue",-0.440291264237301,0.00638879734866734,-0.24980839938593,0.135928014210888,-0.141261535371542,0.40430230694285,-0.858757390440542,1.05838468465625e-11,0.434312085347358,0.00723362797960234,-0.236697387438823,0.158394299578135,-0.293110217028584,0.0783017872526969,0.327736611711297,0.0476818990380804,0.563010243795542,0.000286000454204211,0.348024477802417,0.0347912570150715,-0.0914050853677543,0.590548896065319,-0.170013733823583,0.314412446879466,-0.115561918007192,0.495810388682058,-0.272284786208513,0.103023641219045,-0.159237167031072,0.346508905530938,-0.0204004174593708,0.904606638294608,-0.00687515305281666,0.967786205926556
"ENSMUSG00000051627","50709","Hist1h1e","histone cluster 1, H1e","ENSMUSG00000051627","blue",-0.104130013777116,0.539658590263956,-0.138555953558699,0.413453391372604,0.0469005116120885,0.782821024521971,-0.437101313543398,0.00682829903581048,0.278726427303642,0.0948154493992077,0.149666741870401,0.376623261456498,-0.0841987338441491,0.620272893680273,0.252244105114673,0.13202773111082,0.502088369075105,0.00154346374318537,0.271870723704227,0.103569168140493,-0.232326193020441,0.166450663485138,-0.132860692947555,0.433094931866176,0.0149445278272829,0.930044582224076,0.112969613730639,0.505591260863815,-0.0635631032187877,0.708592435893263,0.296621727965319,0.0746325628588947,-0.17340402188266,0.304715085377997
"ENSMUSG00000050014","328561","Apol10b","apolipoprotein L 10B","ENSMUSG00000050014","blue",-0.463252575408517,0.0038838710873521,-0.274316192099593,0.100378868369831,-0.136365052327016,0.420948824696499,-0.765215269301658,3.47327629591009e-08,0.417696089906939,0.0101015553124147,-0.330594667546739,0.0456627613743829,-0.305461541557644,0.0659893745513419,0.25474798582263,0.12810535363011,0.430722937780335,0.00778543398468202,0.538966046484438,0.000577976953952359,0.0429951534897334,0.800523452242589,-0.0864848174434978,0.61077602182302,-0.213755809325582,0.203962952920814,-0.325622192439947,0.0492213707821024,0.128784377346819,0.44746416568684,-0.101657549269204,0.549380009260249,-0.00689199374260964,0.967707339397869
"ENSMUSG00000034612","58250","Chst11","carbohydrate sulfotransferase 11","ENSMUSG00000034612","blue",-0.00748628870536857,0.964924399209753,-0.0542066395105341,0.749996889939749,0.172828343443912,0.306348187749795,-0.259935733038166,0.120255345288349,0.213639543422136,0.204214938733125,-0.125992839085671,0.457452044470172,-0.285396479068818,0.0868541131983729,0.182119587001618,0.280667146638346,0.227553359957807,0.175579175974185,0.123182256875542,0.467627762982335,0.23004615524263,0.17076792143264,0.420173843232343,0.00962066646314706,0.0414187947196106,0.807697251412341,0.290348477505927,0.0812849864998787,0.135368367738731,0.424383721309281,-0.00518659704749611,0.975695278003299,0.0397524553320519,0.815297381071064
"ENSMUSG00000086228","208080","Ubap1l","ubiquitin-associated protein 1-like","ENSMUSG00000086228","blue",-0.042314369070249,0.803619674326494,0.0500650811098769,0.76855451535561,-0.0793043204660159,0.640808580124232,0.191531319069566,0.256122094586852,-0.042794037327309,0.801437823176439,-0.196685042396205,0.243305165872126,-0.163298466826595,0.334186238155641,0.159949348281012,0.344328266229408,-0.0883882304384234,0.602916262509184,0.0120066316643942,0.943772426446492,0.301685109619575,0.0695798621226775,0.181233027565549,0.283055345939233,0.152280664237437,0.368249089182901,0.346809587224725,0.0354731025329356,0.175796970527824,0.297986046805645,0.0816402463099798,0.630973603199646,0.131653387118471,0.437323909848312
"ENSMUSG00000087348",NA,NA,NA,"ENSMUSG00000087348","blue",-0.263715308909571,0.114767021775494,-0.0847841400354908,0.617835136583442,-0.283473029567869,0.0890949931308396,-0.429054986918818,0.00805389858472405,0.315363289425054,0.0572658649723312,0.00561851070273735,0.973671978997422,-0.314282629123536,0.0581708050089022,0.425649867106892,0.00862664528679249,0.437348815518745,0.00679329375293415,0.151778330806846,0.369849738247486,0.209675048756923,0.212937214164064,0.244040803481626,0.145501860249091,-0.111818044294869,0.509967123012332,-0.102639234397718,0.545510278772903,-0.0322784205301716,0.849581619653053,0.237154740033601,0.157567986525303,-0.0536027149598642,0.752694645769322
"ENSMUSG00000063245",NA,NA,NA,"ENSMUSG00000063245","blue",0.363020909957171,0.0272214699773952,0.283073920307626,0.0895654977046966,0.193375939769373,0.251484125176596,0.286605846749206,0.0854676009183438,-0.111221128621241,0.512242783106292,0.211422890895905,0.209060621631557,-0.0799158169350673,0.638228066645501,-0.0643719862197592,0.705049396203645,0.00539441582483152,0.974721731749003,0.252281080335029,0.131969168871118,0.121294166997533,0.474530357276238,0.0548372469850157,0.747183058741521,-0.290982832276769,0.0805920820650152,0.11608465726049,0.493849844843856,0.277562296347238,0.0962604730604095,-0.102703771050922,0.545256333914864,-0.0659803800656579,0.698022581216191
"ENSMUSG00000027530","75497","Fabp12","fatty acid binding protein 12","ENSMUSG00000027530","blue",-0.640537861152452,1.95389761764166e-05,-0.367640823398903,0.0251843389015484,-0.458041108847374,0.00436127730268489,-0.668705178162604,6.07373140143242e-06,0.414949810285497,0.0106583218535146,-0.331971160209533,0.0447151926333096,-0.407742245332945,0.0122450534590938,0.410621250601232,0.0115887706329388,0.442575985957249,0.00608917334897131,0.38290445238612,0.0193297088866832,0.12448840913023,0.462883982763513,-0.100259418274773,0.554913584770097,-0.10177923474385,0.548899632037527,-0.186227254998503,0.269773186404975,0.0383355989455234,0.821772755137116,-0.0818329009292237,0.630165220481557,-0.291570060898124,0.0799547502261841
"ENSMUSG00000054598","231253","9130230L23Rik","RIKEN cDNA 9130230L23 gene","ENSMUSG00000054598","blue",0.383392599871638,0.019163084066195,0.142782305315998,0.39920992646221,0.3498862000063,0.0337671793837491,0.510638743994193,0.0012411298166494,-0.210948690686281,0.210107496633274,0.201929913543224,0.230711526943782,0.231806997028324,0.167426791132843,-0.343427756896944,0.0374287110156085,-0.372342707716624,0.0232422761404964,-0.239091848736138,0.154102771592371,0.198336882716209,0.239290051648746,0.636106731326911,2.32345898913977e-05,-0.099302903216831,0.558714262033809,0.212581426578635,0.206518179073367,0.119757669560586,0.480186823099569,-0.0200232305769558,0.906362542905955,0.120567530780326,0.477201025748239
