"","gene","genus","bcv.prob","stab.prob","refitted.coef","GeneName","moduleColor"
"227","ENSMUSG00000026358","Alistipes",0.74,0.93,-0.183305008726429,"regulator of G-protein signaling 1","green"
"228","ENSMUSG00000026388","Anaerotruncus",0.72,0.9,0.0945271369170959,"RIKEN cDNA 3110009E18 gene","cyan"
"229","ENSMUSG00000026581","Butyricimonas",0.8,0.86,-0.132663935549904,"selectin, lymphocyte","green"
"230","ENSMUSG00000026581","f.Rikenellaceae",0.71,0.83,-0.0841526087438526,"selectin, lymphocyte","green"
"231","ENSMUSG00000026628","Anaerotruncus",0.93,0.99,-0.152236048464229,"activating transcription factor 3","yellow"
"232","ENSMUSG00000026640","Anaerotruncus",0.73,0.95,0.0913059720636457,"plexin A2","greenyellow"
"233","ENSMUSG00000026688","Anaerotruncus",0.85,0.85,-0.0564527242953391,"microsomal glutathione S-transferase 3","blue"
"234","ENSMUSG00000026748","Anaerotruncus",0.7,0.93,0.0659658726623213,"plexin domain containing 2","pink"
"235","ENSMUSG00000026770","Anaerotruncus",0.72,0.91,0.0934465822028227,"interleukin 2 receptor, alpha chain","black"
"236","ENSMUSG00000026904","Alistipes",0.85,0.95,-0.254137095816437,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10","yellow"
"237","ENSMUSG00000026904","Lactococcus",0.76,0.92,0.301957349263917,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10","yellow"
"238","ENSMUSG00000026981","Butyricimonas",0.7,0.94,0.114256334073458,"interleukin 1 receptor antagonist","red"
"239","ENSMUSG00000026994","Butyricimonas",0.72,0.83,-0.164499126005586,"polypeptide N-acetylgalactosaminyltransferase 3","pink"
"240","ENSMUSG00000026994","Anaerotruncus",0.87,0.93,0.141537408527686,"polypeptide N-acetylgalactosaminyltransferase 3","pink"
"241","ENSMUSG00000027296","[Eubacterium]",0.8,0.92,-0.0632430913255296,"inositol 1,4,5-trisphosphate 3-kinase A","turquoise"
"242","ENSMUSG00000027398","Anaerotruncus",0.73,0.94,-0.100279084182856,"interleukin 1 beta","magenta"
"243","ENSMUSG00000027404","[Eubacterium]",0.82,0.9,-0.0702019418787968,"small nuclear ribonucleoprotein B","turquoise"
"244","ENSMUSG00000027469","f.Rikenellaceae",0.7,0.86,-0.0585992236699061,"TPX2, microtubule-associated","turquoise"
"245","ENSMUSG00000027513","Ruminococcus",0.7,0.9,-0.2085317552789,"phosphoenolpyruvate carboxykinase 1, cytosolic","blue"
"246","ENSMUSG00000027530","Anaerotruncus",0.71,0.97,-0.122067974775061,"fatty acid binding protein 12","blue"
"247","ENSMUSG00000027536","Dorea",0.82,0.71,0.0804714306061322,"charged multivesicular body protein 4C","brown"
"248","ENSMUSG00000027550","f.Rikenellaceae",0.7,0.81,-0.0541691870640632,"leucine rich repeat and coiled-coil domain containing 1","yellow"
"249","ENSMUSG00000027550","Anaerotruncus",0.74,0.93,0.0853982399982331,"leucine rich repeat and coiled-coil domain containing 1","yellow"
"250","ENSMUSG00000027699","f.Rikenellaceae",0.73,0.85,-0.0778605580197508,"ect2 oncogene","brown"
"251","ENSMUSG00000027715","Bacteroides",0.81,0.65,0.0718941864780628,"cyclin A2","turquoise"
"252","ENSMUSG00000027715","f.Rikenellaceae",0.98,0.99,-0.137110754795334,"cyclin A2","turquoise"
"253","ENSMUSG00000027715","[Eubacterium]",0.98,0.92,0.129296879422138,"cyclin A2","turquoise"
"254","ENSMUSG00000027715","Ruminococcus",0.77,0.88,-0.192435544545559,"cyclin A2","turquoise"
"255","ENSMUSG00000027820","Dorea",0.72,0.78,0.0813592111082607,"membrane metallo endopeptidase","blue"
"256","ENSMUSG00000027938","Alistipes",0.74,0.87,-0.159928684233405,"cAMP responsive element binding protein 3-like 4","magenta"
"257","ENSMUSG00000027952","Anaerofustis",0.73,0.89,0.120167502923561,"phosphomevalonate kinase","brown"
"258","ENSMUSG00000027952","Anaerotruncus",0.99,0.98,-0.152560557400207,"phosphomevalonate kinase","brown"
"259","ENSMUSG00000027955","Alistipes",0.71,0.92,-0.163318860206523,"golgi associated kinase 1B","blue"
"260","ENSMUSG00000028063","Anaerotruncus",0.77,0.93,-0.0647227586880416,"lamin A","turquoise"
"261","ENSMUSG00000028066","Alistipes",0.75,0.95,0.152513225545018,"polyamine-modulated factor 1","turquoise"
"262","ENSMUSG00000028125","Anaerotruncus",0.84,0.95,0.098882465906835,"ATP-binding cassette, sub-family A (ABC1), member 4","yellow"
"263","ENSMUSG00000028195","Anaerotruncus",0.74,0.93,-0.0876708197918423,"cellular communication network factor 1","turquoise"
"264","ENSMUSG00000028354","Dorea",0.71,0.79,-0.0802665319756976,"formin 2","blue"
"265","ENSMUSG00000028358","Anaerotruncus",0.84,0.91,0.0974913416162343,"zinc finger protein 618","black"
"266","ENSMUSG00000028475","f.Lachnospiraceae",0.8,0.85,0.19847504920596,"small regulatory polypeptide of amino acid response","blue"
"267","ENSMUSG00000028540","Anaerotruncus",0.74,0.94,-0.0836294642933449,"DPH2 homolog","tan"
"268","ENSMUSG00000028631","Butyricimonas",0.77,0.85,-0.129619690046956,"potassium voltage-gated channel, subfamily Q, member 4","blue"
"269","ENSMUSG00000028631","[Ruminococcus]",0.83,0.85,-0.0838292027720327,"potassium voltage-gated channel, subfamily Q, member 4","blue"
"270","ENSMUSG00000028698","Alistipes",0.78,0.95,-0.181663898487004,"phosphoinositide-3-kinase regulatory subunit 3","brown"
"271","ENSMUSG00000028715","Anaerotruncus",0.76,0.87,-0.0396936129716193,"cytochrome P450, family 4, subfamily a, polypeptide 14","blue"
"272","ENSMUSG00000028716","Anaerotruncus",0.74,0.92,-0.0843232320878582,"PDZK1 interacting protein 1","brown"
"273","ENSMUSG00000028807","Anaerotruncus",0.91,0.95,-0.107157932010215,"zinc finger and BTB domain containing 8a","tan"
"274","ENSMUSG00000028838","Butyricimonas",0.79,0.88,0.0737634789742131,"exostoses (multiple)-like 1","red"
"275","ENSMUSG00000028838","rc4-4",0.88,0.84,-0.0730290887168593,"exostoses (multiple)-like 1","red"
"276","ENSMUSG00000028838","Lactococcus",0.76,0.84,0.326115456950162,"exostoses (multiple)-like 1","red"
"277","ENSMUSG00000028970","f.Lachnospiraceae",0.7,0.93,0.217177290509129,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B","blue"
"278","ENSMUSG00000029072","Anaerotruncus",0.71,0.93,-0.0627683832221722,"taste receptor, type 1, member 3","tan"
"279","ENSMUSG00000029130","[Ruminococcus]",0.76,0.84,-0.0894925289203276,"ring finger protein 32","blue"
"280","ENSMUSG00000029161","Anaerotruncus",0.86,0.96,-0.110008504921574,"cell growth regulator with EF hand domain 1","tan"
"281","ENSMUSG00000029167","Anaerotruncus",0.77,0.9,0.107996447245614,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha","blue"
"282","ENSMUSG00000029272","Anaerotruncus",0.79,0.9,0.0973944725545328,"sulfotransferase family 1E, member 1","yellow"
"283","ENSMUSG00000029304","[Eubacterium]",0.73,0.88,0.139145805280147,"secreted phosphoprotein 1","blue"
"284","ENSMUSG00000029408","f.Christensenellaceae",0.76,0.96,0.109551241225452,"ATP-binding cassette, sub-family B (MDR/TAP), member 9","turquoise"
"285","ENSMUSG00000029454","Anaerotruncus",0.89,0.97,-0.11102643688832,"MAP kinase-activated protein kinase 5","tan"
"286","ENSMUSG00000029545","[Eubacterium]",0.7,0.88,-0.0571201584019894,"acyl-Coenzyme A dehydrogenase, short chain","turquoise"
"287","ENSMUSG00000029581","[Eubacterium]",0.74,0.92,-0.0788983393293284,"fascin actin-bundling protein 1","turquoise"
"288","ENSMUSG00000029596","Parabacteroides",0.75,0.81,0.0988646149821469,"serine dehydratase-like","turquoise"
"289","ENSMUSG00000029597","f.Rikenellaceae",0.77,0.83,-0.0777278379811402,"serine dehydratase","turquoise"
"290","ENSMUSG00000029597","Ruminococcus",0.8,0.89,-0.278356919957931,"serine dehydratase","turquoise"
"291","ENSMUSG00000029630","Parabacteroides",0.76,0.74,-0.188818374736775,"cytochrome P450, family 3, subfamily a, polypeptide 25","blue"
"292","ENSMUSG00000029630","Blautia",0.7,0.95,-0.144123408824834,"cytochrome P450, family 3, subfamily a, polypeptide 25","blue"
"293","ENSMUSG00000029713","Alistipes",0.74,0.86,0.133406556142797,"guanine nucleotide binding protein (G protein), beta 2","turquoise"
"294","ENSMUSG00000029713","[Eubacterium]",0.74,0.83,-0.057021795209208,"guanine nucleotide binding protein (G protein), beta 2","turquoise"
"295","ENSMUSG00000029722","Anaerofustis",0.7,0.93,0.112257850629282,"ArfGAP with FG repeats 2","turquoise"
"296","ENSMUSG00000029869","f.Rikenellaceae",0.74,0.83,0.0865530047580962,"Eph receptor B6","turquoise"
"297","ENSMUSG00000030122","Alistipes",0.75,0.9,0.111125291274044,"parathymosin","turquoise"
"298","ENSMUSG00000030200","Butyricimonas",0.81,0.96,0.114651191730343,"BCL2-like 14 (apoptosis facilitator)","blue"
"299","ENSMUSG00000030219","Anaerotruncus",0.82,0.94,0.10294929346018,"endoplasmic reticulum protein 27","blue"
"300","ENSMUSG00000030219","Ruminococcus",0.73,0.84,-0.162852042654791,"endoplasmic reticulum protein 27","blue"
"301","ENSMUSG00000030237","Parabacteroides",0.82,0.84,-0.18220587077498,"solute carrier organic anion transporter family, member 1a4","brown"
"302","ENSMUSG00000030237","Blautia",0.72,0.89,-0.115286300764732,"solute carrier organic anion transporter family, member 1a4","brown"
"303","ENSMUSG00000030257","Butyricimonas",0.71,0.85,-0.106014720846402,"SLIT-ROBO Rho GTPase activating protein 3","blue"
"304","ENSMUSG00000030364","Anaerotruncus",0.79,0.96,0.107290779971483,"C-type lectin domain family 2, member h","yellow"
"305","ENSMUSG00000030518","Dorea",0.83,0.83,-0.100559900126128,"family with sequence similarity 189, member A1","brown"
"306","ENSMUSG00000030528","Anaerotruncus",0.7,0.94,0.0653034754493109,"Bloom syndrome, RecQ like helicase","yellow"
"307","ENSMUSG00000030577","Butyricimonas",0.74,0.82,-0.119395981988402,"CD22 antigen","salmon"
"308","ENSMUSG00000030588","Alistipes",0.7,0.89,0.139650647195695,"Yip1 interacting factor homolog B (S. cerevisiae)","turquoise"
"309","ENSMUSG00000030588","[Eubacterium]",0.72,0.89,-0.0657465921129499,"Yip1 interacting factor homolog B (S. cerevisiae)","turquoise"
"310","ENSMUSG00000030589","Anaerotruncus",0.73,0.96,-0.0881672326766252,"RAS guanyl releasing protein 4","brown"
"311","ENSMUSG00000030724","Butyricimonas",0.89,0.87,-0.192318778448404,"CD19 antigen","blue"
"312","ENSMUSG00000030724","Dorea",0.96,0.94,0.239714701364042,"CD19 antigen","blue"
"313","ENSMUSG00000030800","Anaerofustis",0.87,0.94,0.227289171850061,"protease, serine 8 (prostasin)","yellow"
"314","ENSMUSG00000030800","[Ruminococcus]",0.72,0.74,-0.0568270204917155,"protease, serine 8 (prostasin)","yellow"
"315","ENSMUSG00000030862","Alistipes",0.74,0.93,-0.276394637760665,"carboxypeptidase X 2 (M14 family)","brown"
"316","ENSMUSG00000030882","f.Rikenellaceae",0.77,0.85,-0.0712382355312568,"dynein heavy chain domain 1","black"
"317","ENSMUSG00000031271","Anaerotruncus",0.82,0.9,-0.0816070093563976,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7","turquoise"
"318","ENSMUSG00000031298","Anaerotruncus",0.77,0.9,-0.082278755530752,"adhesion G protein-coupled receptor G2","blue"
"319","ENSMUSG00000031327","Anaerofustis",0.82,0.96,-0.18263493724382,"cysteine-rich hydrophobic domain 1","red"
"320","ENSMUSG00000031327","Anaerotruncus",0.86,0.92,0.109541088695995,"cysteine-rich hydrophobic domain 1","red"
"321","ENSMUSG00000031327","Blautia",0.78,0.93,-0.13063980502097,"cysteine-rich hydrophobic domain 1","red"
"322","ENSMUSG00000031342","Alistipes",0.7,0.91,-0.132795448645014,"glycoprotein m6b","turquoise"
"323","ENSMUSG00000031342","f.Rikenellaceae",0.7,0.79,-0.0551451695549073,"glycoprotein m6b","turquoise"
"324","ENSMUSG00000031342","[Eubacterium]",0.77,0.89,0.0805609068581869,"glycoprotein m6b","turquoise"
"325","ENSMUSG00000031434","Anaerotruncus",0.72,0.94,-0.0714148474642383,"microrchidia 4","turquoise"
"326","ENSMUSG00000031481","Alistipes",0.75,0.88,-0.190859243135503,"transmembrane phosphatase with tensin homology","blue"
"327","ENSMUSG00000031489","Anaerotruncus",0.74,0.92,0.0706599703071822,"adrenergic receptor, beta 3","turquoise"
"328","ENSMUSG00000031497","Anaerotruncus",0.89,0.92,0.0874728018184124,"tumor necrosis factor (ligand) superfamily, member 13b","brown"
"329","ENSMUSG00000031506","Butyricimonas",0.73,0.84,-0.100772214878196,"protein tyrosine phosphatase, non-receptor type 7","salmon"
"330","ENSMUSG00000031506","Dorea",0.73,0.72,0.092134112722896,"protein tyrosine phosphatase, non-receptor type 7","salmon"
"331","ENSMUSG00000031530","f.Rikenellaceae",0.75,0.83,0.0878349606163693,"dual specificity phosphatase 4","turquoise"
"332","ENSMUSG00000031596","Anaerotruncus",0.87,0.96,0.120840473770258,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","blue"
"333","ENSMUSG00000031669","Alistipes",0.7,0.97,-0.148822055846215,"GINS complex subunit 3 (Psf3 homolog)","turquoise"
"334","ENSMUSG00000031698","Dorea",0.71,0.7,-0.07128917506173,"myosin light chain kinase 3","blue"
"335","ENSMUSG00000031698","Blautia",0.72,0.89,-0.113188089104238,"myosin light chain kinase 3","blue"
"336","ENSMUSG00000031765","Anaerotruncus",0.73,0.95,-0.0658605900309493,"metallothionein 1","blue"
"337","ENSMUSG00000031788","f.Rikenellaceae",0.71,0.79,0.0469309418065742,"kinesin family member C3","turquoise"
"338","ENSMUSG00000031965","Alistipes",0.82,0.91,-0.176455913472449,"T-box 20","blue"
"339","ENSMUSG00000031965","f.Lachnospiraceae",0.7,0.7,0.117569823562071,"T-box 20","blue"
"340","ENSMUSG00000031990","Anaerotruncus",0.79,0.91,-0.0844862108058826,"junction adhesion molecule 3","pink"
"341","ENSMUSG00000032011","rc4-4",0.73,0.88,0.0623679928002324,"thymus cell antigen 1, theta","salmon"
"342","ENSMUSG00000032091","Lactococcus",0.76,0.85,0.231512207351692,"transmembrane protease, serine 4","brown"
"343","ENSMUSG00000032091","f.Erysipelotrichaceae",0.75,0.91,-0.0929835827357647,"transmembrane protease, serine 4","brown"
"344","ENSMUSG00000032093","Anaerotruncus",0.74,0.92,-0.0636859454771729,"CD3 antigen, epsilon polypeptide","green"
"345","ENSMUSG00000032098","Butyricimonas",0.72,0.9,0.0754934403170749,"trehalase (brush-border membrane glycoprotein)","red"
"346","ENSMUSG00000032098","rc4-4",0.77,0.8,-0.0455828236664873,"trehalase (brush-border membrane glycoprotein)","red"
"347","ENSMUSG00000032098","Lactococcus",0.73,0.92,0.309098991404181,"trehalase (brush-border membrane glycoprotein)","red"
"348","ENSMUSG00000032224","Anaerotruncus",0.88,0.9,0.0668264037220886,"family with sequence similarity 81, member A","blue"
"349","ENSMUSG00000032271","Butyricimonas",0.79,0.92,0.142302350391919,"nicotinamide N-methyltransferase","blue"
"350","ENSMUSG00000032271","Ruminococcus",0.78,0.9,-0.172815262686225,"nicotinamide N-methyltransferase","blue"
"351","ENSMUSG00000032313","Anaerotruncus",0.89,0.98,0.185104582662535,"transmembrane protein 266","yellow"
"352","ENSMUSG00000032452","f.Rikenellaceae",0.7,0.82,0.0565734133644775,"calsyntenin 2","turquoise"
"353","ENSMUSG00000032452","Escherichia",0.75,0.91,-0.103100476741876,"calsyntenin 2","turquoise"
"354","ENSMUSG00000032586","Anaerotruncus",0.85,0.9,0.0732824701922156,"TRAF-interacting protein","turquoise"
"355","ENSMUSG00000032586","[Ruminococcus]",0.75,0.78,-0.0586539975429762,"TRAF-interacting protein","turquoise"
"356","ENSMUSG00000032609","Butyricimonas",0.83,0.93,-0.123057033080269,"kelch domain containing 8B","turquoise"
"357","ENSMUSG00000032649","Anaerotruncus",0.83,0.91,0.0817093287661675,"collagen beta(1-O)galactosyltransferase 2","blue"
"358","ENSMUSG00000032691","Butyricimonas",0.71,0.85,-0.15739334882,"NLR family, pyrin domain containing 3","green"
"359","ENSMUSG00000032718","Butyricimonas",0.71,0.88,0.0718883432920167,"MANSC domain containing 1","brown"
"360","ENSMUSG00000032842","[Eubacterium]",0.7,0.88,-0.0593846328281429,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10","turquoise"
"361","ENSMUSG00000032883","Anaerotruncus",0.76,0.91,-0.111739813732101,"acyl-CoA synthetase long-chain family member 3","brown"
"362","ENSMUSG00000033020","Butyricimonas",0.7,0.87,-0.106310809893977,"polymerase (RNA) II (DNA directed) polypeptide F","turquoise"
"363","ENSMUSG00000033020","Alistipes",0.82,0.92,0.157342678103168,"polymerase (RNA) II (DNA directed) polypeptide F","turquoise"
"364","ENSMUSG00000033020","Anaerofustis",0.74,0.83,0.0728612268879187,"polymerase (RNA) II (DNA directed) polypeptide F","turquoise"
"365","ENSMUSG00000033020","[Eubacterium]",0.75,0.81,-0.0657207178783431,"polymerase (RNA) II (DNA directed) polypeptide F","turquoise"
"366","ENSMUSG00000033182","Butyricimonas",0.73,0.78,0.0846302323307559,"kelch repeat and BTB (POZ) domain containing 12","yellow"
"367","ENSMUSG00000033307","Alistipes",0.72,0.88,0.153519532842151,"macrophage migration inhibitory factor (glycosylation-inhibiting factor)","turquoise"
"368","ENSMUSG00000033356","Anaerotruncus",0.91,0.97,-0.104265330805501,"pseudouridylate synthase 7-like","tan"
"369","ENSMUSG00000033676","Anaerotruncus",0.72,0.87,0.0568646217030559,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3","brown"
"370","ENSMUSG00000033705","Butyricimonas",0.72,0.85,-0.0883005620480157,"START domain containing 9","black"
"371","ENSMUSG00000033722","Anaerotruncus",0.75,0.96,-0.127593184056967,"cDNA sequence BC034090","pink"
"372","ENSMUSG00000033819","Alistipes",0.71,0.89,0.0942649896587537,"protein phosphatase 1, regulatory subunit 16A","turquoise"
"373","ENSMUSG00000033952","Dorea",0.7,0.7,-0.0811196160837655,"abnormal spindle microtubule assembly","brown"
"374","ENSMUSG00000033966","Anaerotruncus",0.82,0.96,0.088075527449492,"cyclin-dependent kinase-like 4","yellow"
"375","ENSMUSG00000034023","f.Rikenellaceae",0.83,0.97,-0.128546507980427,"Fanconi anemia, complementation group D2","yellow"
"376","ENSMUSG00000034059","f.Lachnospiraceae",0.87,0.97,0.267628963885068,"yippee like 4","red"
"377","ENSMUSG00000034059","Blautia",0.77,0.85,-0.0942677475043241,"yippee like 4","red"
"378","ENSMUSG00000034258","Anaerotruncus",0.86,0.96,0.120852691805928,"feline leukemia virus subgroup C cellular receptor 2","turquoise"
"379","ENSMUSG00000034303","Anaerotruncus",0.88,0.96,0.0988474931387131,"coiled-coil domain containing 15","turquoise"
"380","ENSMUSG00000034311","Bacteroides",0.76,0.7,0.0738254958360624,"kinesin family member 4","blue"
"381","ENSMUSG00000034311","f.Rikenellaceae",0.9,0.95,-0.143435422080118,"kinesin family member 4","blue"
"382","ENSMUSG00000034586","rc4-4",0.77,0.76,0.0619325418629305,"HID1 domain containing","turquoise"
"383","ENSMUSG00000034771","Butyricimonas",0.75,0.9,-0.11438462846266,"transducin-like enhancer of split 2","turquoise"
"384","ENSMUSG00000034771","Alistipes",0.74,0.9,0.0924744810213769,"transducin-like enhancer of split 2","turquoise"
"385","ENSMUSG00000034771","Anaerofustis",0.79,0.88,0.0899142059902171,"transducin-like enhancer of split 2","turquoise"
"386","ENSMUSG00000034771","[Eubacterium]",0.84,0.91,-0.0860213507123859,"transducin-like enhancer of split 2","turquoise"
"387","ENSMUSG00000034892","Anaerotruncus",0.7,0.89,-0.0493839277638686,"ribosomal protein S29","turquoise"
"388","ENSMUSG00000034930","f.Rikenellaceae",0.75,0.81,0.0537190897246461,"rhotekin","turquoise"
"389","ENSMUSG00000034930","[Eubacterium]",0.72,0.9,-0.0503514935768755,"rhotekin","turquoise"
"390","ENSMUSG00000035042","Parabacteroides",0.76,0.7,0.138446802425499,"chemokine (C-C motif) ligand 5","turquoise"
"391","ENSMUSG00000035042","Ruminococcus",0.77,0.84,-0.120244038810127,"chemokine (C-C motif) ligand 5","turquoise"
"392","ENSMUSG00000035042","f.Lachnospiraceae",0.77,0.75,-0.133091084429115,"chemokine (C-C motif) ligand 5","turquoise"
"393","ENSMUSG00000035370","Alistipes",0.7,0.93,-0.158749501465617,NA,"blue"
"394","ENSMUSG00000035370","Anaerotruncus",0.74,0.89,-0.0719460292785996,NA,"blue"
"395","ENSMUSG00000035372","Anaerotruncus",0.71,0.95,-0.0906735453021901,"RIKEN cDNA 1810055G02 gene","brown"
"396","ENSMUSG00000035385","Anaerotruncus",0.81,0.96,-0.10205468348337,"chemokine (C-C motif) ligand 2","magenta"
"397","ENSMUSG00000035413","Dorea",0.73,0.79,0.0506073379866389,"transmembrane protein 98","brown"
"398","ENSMUSG00000035455","Anaerotruncus",0.77,0.85,0.071398965551813,"fidgetin-like 1","turquoise"
"399","ENSMUSG00000035783","Alistipes",0.7,0.92,-0.106356862433679,"actin, alpha 2, smooth muscle, aorta","pink"
"400","ENSMUSG00000035914","Paraprevotella",0.71,0.85,-0.0595998654523921,"CD276 antigen","brown"
"401","ENSMUSG00000036106","f.Christensenellaceae",0.73,0.93,0.120150987383589,"proline rich 5 (renal)","turquoise"
"402","ENSMUSG00000036199","Alistipes",0.74,0.92,0.144710358877137,"NADH:ubiquinone oxidoreductase subunit A13","turquoise"
"403","ENSMUSG00000036390","f.Rikenellaceae",0.8,0.87,0.101308270650601,"growth arrest and DNA-damage-inducible 45 alpha","blue"
"404","ENSMUSG00000036390","Ruminococcus",0.72,0.86,0.181638361195651,"growth arrest and DNA-damage-inducible 45 alpha","blue"
"405","ENSMUSG00000036492","Anaerotruncus",0.72,0.92,-0.067780120887702,"ring finger protein 39","turquoise"
"406","ENSMUSG00000036526","Alistipes",0.7,0.81,0.124258090352313,"caspase recruitment domain family, member 11","turquoise"
"407","ENSMUSG00000036594","Butyricimonas",0.71,0.84,-0.085601100250091,"histocompatibility 2, class II antigen A, alpha","salmon"
"408","ENSMUSG00000036634","Anaerotruncus",0.78,0.87,-0.0719008480935215,"myelin-associated glycoprotein","turquoise"
"409","ENSMUSG00000036641","Dorea",0.89,0.87,0.161055749894008,"coiled-coil domain containing 148","turquoise"
"410","ENSMUSG00000036820","Alistipes",0.78,0.92,0.157976170202865,"amidohydrolase domain containing 2","turquoise"
"411","ENSMUSG00000036820","[Eubacterium]",0.75,0.88,-0.0814627472556874,"amidohydrolase domain containing 2","turquoise"
"412","ENSMUSG00000036892","Alistipes",0.81,0.89,0.165689756494881,"proline dehydrogenase (oxidase) 2","turquoise"
"413","ENSMUSG00000036892","f.Christensenellaceae",0.75,0.92,0.130653079321719,"proline dehydrogenase (oxidase) 2","turquoise"
"414","ENSMUSG00000036892","[Eubacterium]",0.78,0.88,-0.087491922968681,"proline dehydrogenase (oxidase) 2","turquoise"
"415","ENSMUSG00000037139","Anaerotruncus",0.77,0.95,0.067086768082145,"myomesin family, member 3","brown"
"416","ENSMUSG00000037206","f.Lachnospiraceae",0.78,0.9,0.160503547735593,"immunoglobulin superfamily containing leucine-rich repeat","turquoise"
"417","ENSMUSG00000037239","f.Rikenellaceae",0.73,0.89,-0.0940677438805814,"sprouty-related EVH1 domain containing 3","blue"
"418","ENSMUSG00000037259","Alistipes",0.71,0.81,-0.149306773493144,"double zinc ribbon and ankyrin repeat domains 1","brown"
"419","ENSMUSG00000037344","[Eubacterium]",0.72,0.89,-0.0800096474485005,"solute carrier family 12 (potassium/chloride transporters), member 9","turquoise"
"420","ENSMUSG00000037411","Anaerotruncus",0.76,0.94,-0.0945035912114192,"serine (or cysteine) peptidase inhibitor, clade E, member 1","magenta"
"421","ENSMUSG00000037465","Anaerotruncus",0.86,0.95,-0.0999743332795784,"Kruppel-like factor 10","turquoise"
"422","ENSMUSG00000037541","Butyricimonas",0.7,0.86,-0.10340208920054,"SH3 and multiple ankyrin repeat domains 2","blue"
"423","ENSMUSG00000037826","Anaerotruncus",0.8,0.95,0.10971424673606,"protein phosphatase 1K (PP2C domain containing)","yellow"
"424","ENSMUSG00000037860","Butyricimonas",0.74,0.85,-0.0828609411010866,"absent in melanoma 2","green"
"425","ENSMUSG00000037922","[Eubacterium]",0.76,0.76,0.0752149078139861,"B cell scaffold protein with ankyrin repeats 1","green"
"426","ENSMUSG00000037944","Anaerotruncus",0.73,0.91,-0.0529368662283393,"chemokine (C-C motif) receptor 7","salmon"
"427","ENSMUSG00000038034","Alistipes",0.85,0.99,0.197884910954919,"immunoglobulin superfamily, member 8","turquoise"
"428","ENSMUSG00000038034","Anaerofustis",0.76,0.91,0.14094945973014,"immunoglobulin superfamily, member 8","turquoise"
"429","ENSMUSG00000038034","[Eubacterium]",0.81,0.93,-0.0719438775228396,"immunoglobulin superfamily, member 8","turquoise"
"430","ENSMUSG00000038233","Anaerotruncus",0.73,0.86,-0.0720503790951483,"golgi associated kinase 1A","blue"
"431","ENSMUSG00000038276","Dorea",0.74,0.8,0.0946137166191714,"acid-sensing (proton-gated) ion channel 3","blue"
"432","ENSMUSG00000038352","f.Lachnospiraceae",0.8,0.9,-0.187507756293773,"ADP-ribosylation factor-like 5C","turquoise"
"433","ENSMUSG00000038372","f.Rikenellaceae",0.82,0.93,0.152056686086983,"GDP-mannose 4, 6-dehydratase","brown"
"434","ENSMUSG00000038418","f.Rikenellaceae",0.7,0.8,0.066605834829889,"early growth response 1","turquoise"
"435","ENSMUSG00000038534","Anaerofustis",0.75,0.89,0.190301256435902,"oxysterol binding protein-like 7","turquoise"
"436","ENSMUSG00000038534","Anaerotruncus",0.73,0.84,-0.0643969189082429,"oxysterol binding protein-like 7","turquoise"
"437","ENSMUSG00000038793","Dorea",0.78,0.72,0.111565597771967,"left right determination factor 1","brown"
"438","ENSMUSG00000038812","[Eubacterium]",0.8,0.96,-0.0720567023021257,"tRNA methyltransferase 11-2","turquoise"
"439","ENSMUSG00000038880","f.Rikenellaceae",0.78,0.85,-0.0671293676029794,"mitochondrial ribosomal protein S34","turquoise"
"440","ENSMUSG00000039001","Alistipes",0.71,0.92,0.157367585442278,"ribosomal protein S21","turquoise"
"441","ENSMUSG00000039099","Anaerotruncus",0.85,0.93,0.125731731038653,"WD repeat domain 93","blue"
"442","ENSMUSG00000039157","rc4-4",0.79,0.74,-0.0454834933436168,"family with sequence similarity 102, member A","blue"
"443","ENSMUSG00000039157","Lactococcus",0.75,0.77,0.211974669953027,"family with sequence similarity 102, member A","blue"
"444","ENSMUSG00000039157","[Eubacterium]",0.74,0.77,-0.0702879393502972,"family with sequence similarity 102, member A","blue"
"445","ENSMUSG00000039236","Anaerotruncus",0.81,0.94,-0.0818352730526251,"interferon-stimulated protein","turquoise"
"446","ENSMUSG00000039264","Butyricimonas",0.78,0.83,-0.0935013227785668,"GTPase, IMAP family member 3","salmon"
"447","ENSMUSG00000039264","rc4-4",0.73,0.72,0.0457260163634696,"GTPase, IMAP family member 3","salmon"
"448","ENSMUSG00000039286","f.Christensenellaceae",0.72,0.9,-0.109325071208171,"fibronectin type III domain containing 3B","blue"
"449","ENSMUSG00000039519","Dorea",0.7,0.74,-0.0641319369445445,"cytochrome P450, family 7, subfamily b, polypeptide 1","brown"
"450","ENSMUSG00000039533","f.Rikenellaceae",0.81,0.85,-0.0768246372986268,"monocyte to macrophage differentiation-associated 2","tan"
"451","ENSMUSG00000039781","Anaerofustis",0.7,0.91,0.122355926953155,"centrosomal protein 131","turquoise"
